Date,Open,High,Low,Close,Adj Close,Volume,Gain/Loss
1999-07-20,1407.650024,1407.650024,1375.150024,1377.099976,1377.099976,754800000,30.55004800000006
1999-07-29,1365.400024,1365.400024,1332.819946,1341.030029,1341.030029,770100000,24.369995000000017
1999-08-30,1348.27002,1350.699951,1322.800049,1324.02002,1324.02002,597900000,24.25
1999-09-21,1335.52002,1335.530029,1301.969971,1307.579956,1307.579956,817300000,27.940063999999893
1999-09-23,1310.51001,1315.25,1277.300049,1280.410034,1280.410034,890800000,30.09997599999997
1999-10-12,1335.209961,1335.209961,1311.800049,1313.040039,1313.040039,778300000,22.169922000000042
1999-10-13,1313.040039,1313.040039,1282.800049,1285.550049,1285.550049,821500000,27.489990000000034
1999-10-15,1283.420044,1283.420044,1245.390015,1247.410034,1247.410034,912600000,36.010009999999966
2000-01-04,1455.219971,1455.219971,1397.430054,1399.420044,1399.420044,1009000000,55.799927000000025
2000-01-24,1441.359985,1454.089966,1395.420044,1401.530029,1401.530029,1115800000,39.82995600000004
2000-01-28,1398.560059,1398.560059,1356.199951,1360.160034,1360.160034,1095800000,38.400024999999914
2000-02-09,1441.719971,1444.550049,1411.650024,1411.709961,1411.709961,1050500000,30.010009999999966
2000-02-11,1416.829956,1416.829956,1378.890015,1387.119995,1387.119995,1025700000,29.70996100000002
2000-02-18,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000,42.17004399999996
2000-02-25,1353.430054,1362.140015,1329.150024,1333.359985,1333.359985,1065200000,20.070068999999876
2000-03-07,1391.280029,1399.209961,1349.98999,1355.619995,1355.619995,1314100000,35.660033999999996
2000-03-14,1383.619995,1395.150024,1359.150024,1359.150024,1359.150024,1094000000,24.469970999999987
2000-03-30,1508.52002,1517.380005,1474.630005,1487.920044,1487.920044,1193400000,20.59997599999997
2000-04-12,1500.589966,1509.079956,1466.150024,1467.170044,1467.170044,1175900000,33.41992200000004
2000-04-13,1467.170044,1477.52002,1439.339966,1440.51001,1440.51001,1032000000,26.660033999999996
2000-04-14,1440.51001,1440.51001,1339.400024,1356.560059,1356.560059,1279700000,83.94995100000006
2000-05-02,1468.25,1468.25,1445.219971,1446.290039,1446.290039,1011500000,21.95996100000002
2000-05-03,1446.290039,1446.290039,1398.359985,1415.099976,1415.099976,991600000,31.19006300000001
2000-05-10,1412.140015,1412.140015,1375.140015,1383.050049,1383.050049,1006400000,29.089966000000004
2000-05-19,1437.209961,1437.209961,1401.73999,1406.949951,1406.949951,853700000,30.260009999999966
2000-05-23,1400.719971,1403.77002,1373.430054,1373.859985,1373.859985,869900000,26.859985999999935
2000-06-22,1479.130005,1479.130005,1448.030029,1452.180054,1452.180054,1022700000,26.949951000000056
2000-07-05,1469.540039,1469.540039,1442.449951,1446.22998,1446.22998,1019300000,23.31005899999991
2000-07-26,1474.469971,1474.469971,1452.420044,1452.420044,1452.420044,1235800000,22.049927000000025
2000-07-28,1449.619995,1456.680054,1413.890015,1419.890015,1419.890015,980000000,29.72998000000007
2000-09-18,1465.810059,1467.77002,1441.920044,1444.51001,1444.51001,962500000,21.300048999999944
2000-09-29,1458.290039,1458.290039,1436.290039,1436.51001,1436.51001,1197100000,21.780029000000013
2000-10-06,1436.280029,1443.300049,1397.060059,1408.98999,1408.98999,1150100000,27.29003899999998
2000-10-11,1387.02002,1387.02002,1349.670044,1364.589966,1364.589966,1387500000,22.430053999999927
2000-10-12,1364.589966,1374.930054,1328.060059,1329.780029,1329.780029,1388600000,34.80993699999999
2000-10-17,1374.619995,1380.98999,1342.339966,1349.969971,1349.969971,1161500000,24.65002400000003
2000-10-25,1398.130005,1398.130005,1362.209961,1364.900024,1364.900024,1315600000,33.22998099999995
2000-11-08,1431.869995,1437.280029,1408.780029,1409.280029,1409.280029,909300000,22.589966000000004
2000-11-10,1400.140015,1400.140015,1365.969971,1365.97998,1365.97998,962500000,34.16003499999988
2000-11-20,1367.719971,1367.719971,1341.670044,1342.619995,1342.619995,955800000,25.09997599999997
2000-11-22,1347.349976,1347.349976,1321.890015,1322.359985,1322.359985,963200000,24.989990999999918
2000-11-30,1341.910034,1341.910034,1294.900024,1314.949951,1314.949951,1186530000,26.96008299999994
2000-12-06,1376.540039,1376.540039,1346.150024,1351.459961,1351.459961,1399300000,25.080077999999958
2000-12-15,1340.930054,1340.930054,1305.380005,1312.150024,1312.150024,1561100000,28.780029999999897
2000-12-20,1305.599976,1305.599976,1261.160034,1264.73999,1264.73999,1421600000,40.859985999999935
2001-01-02,1320.280029,1320.280029,1276.050049,1283.27002,1283.27002,1129400000,37.01000900000008
2001-01-05,1333.339966,1334.77002,1294.949951,1298.349976,1298.349976,1430800000,34.989990000000034
2001-02-02,1373.469971,1376.380005,1348.719971,1349.469971,1349.469971,1048400000,24.0
2001-02-16,1326.609985,1326.609985,1293.180054,1301.530029,1301.530029,1257200000,25.07995600000004
2001-02-20,1301.530029,1307.160034,1278.439941,1278.939941,1278.939941,1112200000,22.590087999999923
2001-02-21,1278.939941,1282.969971,1253.160034,1255.27002,1255.27002,1208500000,23.66992100000016
2001-03-09,1264.73999,1264.73999,1228.420044,1233.420044,1233.420044,1085900000,31.319946000000073
2001-03-12,1233.420044,1233.420044,1176.780029,1180.160034,1180.160034,1229000000,53.260009999999966
2001-03-14,1197.660034,1197.660034,1155.349976,1166.709961,1166.709961,1397400000,30.950072999999975
2001-03-16,1173.560059,1173.560059,1148.640015,1150.530029,1150.530029,1543560000,23.030029999999897
2001-03-20,1170.810059,1180.560059,1142.189941,1142.619995,1142.619995,1235900000,28.190063999999893
2001-03-21,1142.619995,1149.390015,1118.73999,1122.140015,1122.140015,1346300000,20.47998000000007
2001-03-28,1182.170044,1182.170044,1147.829956,1153.290039,1153.290039,1333400000,28.880004999999983
2001-04-03,1145.869995,1145.869995,1100.189941,1106.459961,1106.459961,1386100000,39.410033999999996
2001-04-06,1151.439941,1151.439941,1119.290039,1128.430054,1128.430054,1266800000,23.009887000000163
2001-05-23,1309.380005,1309.380005,1288.699951,1289.050049,1289.050049,1134800000,20.32995600000004
2001-06-14,1241.599976,1241.599976,1218.900024,1219.869995,1219.869995,1242900000,21.729980999999952
2001-07-06,1219.23999,1219.23999,1188.73999,1190.589966,1190.589966,1056700000,28.65002400000003
2001-08-08,1204.400024,1206.790039,1181.27002,1183.530029,1183.530029,1124600000,20.869995000000017
2001-09-06,1131.73999,1131.73999,1105.829956,1106.400024,1106.400024,1359700000,25.339966000000004
2001-09-07,1106.400024,1106.400024,1082.119995,1085.780029,1085.780029,1424300000,20.619995000000017
2001-09-17,1092.540039,1092.540039,1037.459961,1038.77002,1038.77002,2330830000,53.77001900000005
2001-09-20,1016.099976,1016.099976,984.48999,984.539978,984.539978,2004800000,31.55999799999995
2001-10-17,1097.540039,1107.119995,1076.569946,1077.089966,1077.089966,1452200000,20.450072999999975
2001-10-29,1104.609985,1104.609985,1078.300049,1078.300049,1078.300049,1106100000,26.309936000000107
2001-11-28,1149.5,1149.5,1128.290039,1128.52002,1128.52002,1423700000,20.97998000000007
2002-01-29,1133.060059,1137.469971,1098.73999,1100.640015,1100.640015,1812000000,32.42004399999996
2002-02-04,1122.199951,1122.199951,1092.25,1094.439941,1094.439941,1437600000,27.760009999999966
2002-02-19,1104.180054,1104.180054,1082.23999,1083.339966,1083.339966,1189900000,20.840087999999923
2002-04-11,1130.469971,1130.469971,1102.420044,1103.689941,1103.689941,1505600000,26.780029999999897
2002-05-06,1073.430054,1075.959961,1052.650024,1052.670044,1052.670044,1122600000,20.760009999999966
2002-06-03,1067.140015,1070.73999,1039.900024,1040.680054,1040.680054,1324300000,26.45996100000002
2002-06-06,1049.900024,1049.900024,1026.910034,1029.150024,1029.150024,1601500000,20.75
2002-07-01,989.820007,994.460022,967.429993,968.650024,968.650024,1425500000,21.169983000000002
2002-07-02,968.650024,968.650024,945.539978,948.090027,948.090027,1823000000,20.559997000000067
2002-07-09,976.97998,979.630005,951.710022,952.830017,952.830017,1348900000,24.149962999999957
2002-07-10,952.830017,956.340027,920.289978,920.469971,920.469971,1816900000,32.36004600000001
2002-07-18,905.450012,907.799988,880.599976,881.559998,881.559998,1736300000,23.890014000000065
2002-07-19,881.559998,881.559998,842.070007,847.75,847.75,2654100000,33.80999799999995
2002-07-22,847.76001,854.130005,813.26001,819.849976,819.849976,2248060000,27.910033999999996
2002-07-23,819.849976,827.690002,796.130005,797.700012,797.700012,2441020000,22.149963999999954
2002-08-01,911.619995,911.619995,882.47998,884.659973,884.659973,1672200000,26.96002199999998
2002-08-02,884.400024,884.719971,853.950012,864.23999,864.23999,1538100000,20.160033999999996
2002-08-05,864.23999,864.23999,833.440002,834.599976,834.599976,1425500000,29.640014000000065
2002-08-23,962.700012,962.700012,937.169983,940.859985,940.859985,1071500000,21.840026999999964
2002-09-03,916.070007,916.070007,877.51001,878.02002,878.02002,1289800000,38.04998699999999
2002-09-12,909.450012,909.450012,884.840027,886.909973,886.909973,1191600000,22.54003899999998
2002-09-19,869.460022,869.460022,843.090027,843.320007,843.320007,1524000000,26.14001499999995
2002-09-27,854.950012,854.950012,826.840027,827.369995,827.369995,1507300000,27.580016999999998
2002-10-09,798.549988,798.549988,775.799988,776.76001,776.76001,1885030000,21.78997800000002
2002-10-16,881.27002,881.27002,856.280029,860.02002,860.02002,1585000000,21.25
2002-11-07,923.76001,923.76001,898.679993,902.650024,902.650024,1466900000,21.109985999999935
2002-12-09,912.22998,912.22998,891.969971,892.0,892.0,1320800000,20.229979999999955
2003-01-24,887.340027,887.340027,859.710022,861.400024,861.400024,1574800000,25.940002999999933
2003-03-10,828.890015,828.890015,806.570007,807.47998,807.47998,1255000000,21.410034999999993
2003-03-24,895.789978,895.789978,862.02002,864.22998,864.22998,1293000000,31.559998000000064
2003-05-19,944.299988,944.299988,920.22998,920.77002,920.77002,1375700000,23.52996799999994
2006-01-20,1285.040039,1285.040039,1260.920044,1261.48999,1261.48999,2845810000,23.550048999999944
2006-05-17,1291.72998,1291.72998,1267.310059,1270.319946,1270.319946,2830200000,21.410033999999996
2006-05-30,1280.040039,1280.040039,1259.869995,1259.869995,1259.869995,2176190000,20.17004399999996
2006-06-05,1288.160034,1288.160034,1264.660034,1265.290039,1265.290039,2313470000,22.869995000000017
2007-02-27,1449.25,1449.25,1389.420044,1399.040039,1399.040039,4065230000,50.20996100000002
2007-03-13,1406.22998,1406.22998,1377.709961,1377.949951,1377.949951,3485570000,28.280029000000013
2007-05-10,1512.329956,1512.329956,1491.420044,1491.469971,1491.469971,3031240000,20.85998500000005
2007-06-07,1517.359985,1517.359985,1490.369995,1490.719971,1490.719971,3538470000,26.640014000000065
2007-06-20,1533.680054,1537.319946,1512.359985,1512.839966,1512.839966,3286900000,20.840087999999923
2007-07-10,1531.849976,1531.849976,1510.01001,1510.119995,1510.119995,3244280000,21.729980999999952
2007-07-24,1541.569946,1541.569946,1508.619995,1511.040039,1511.040039,4115830000,30.529907000000094
2007-07-26,1518.089966,1518.089966,1465.300049,1482.660034,1482.660034,4472550000,35.42993200000001
2007-07-27,1482.439941,1488.530029,1458.949951,1458.949951,1458.949951,4784650000,23.489990000000034
2007-08-03,1472.180054,1473.22998,1432.800049,1433.060059,1433.060059,4272110000,39.11999500000002
2007-08-09,1497.209961,1497.209961,1453.089966,1453.089966,1453.089966,5889600000,44.11999500000002
2007-08-14,1452.869995,1456.73999,1426.199951,1426.540039,1426.540039,3814630000,26.32995600000004
2007-08-28,1466.719971,1466.719971,1432.01001,1432.359985,1432.359985,3078090000,34.359985999999935
2007-09-07,1478.550049,1478.550049,1449.069946,1453.550049,1453.550049,3191080000,25.0
2007-10-19,1540.0,1540.0,1500.26001,1500.630005,1500.630005,4160970000,39.36999500000002
2007-11-01,1545.790039,1545.790039,1506.660034,1508.439941,1508.439941,4241470000,37.35009799999989
2007-11-07,1515.459961,1515.459961,1475.040039,1475.619995,1475.619995,4353160000,39.839966000000004
2007-11-19,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000,23.429931000000124
2007-11-26,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000,33.52001900000005
2007-12-11,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000,39.0300299999999
2008-01-02,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034,3452650000,20.80993699999999
2008-01-04,1444.01001,1444.01001,1411.189941,1411.630005,1411.630005,4166000000,32.38000499999998
2008-01-08,1415.709961,1430.280029,1388.300049,1390.189941,1390.189941,4705390000,25.52001999999993
2008-01-15,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000,30.930053999999927
2008-01-17,1374.790039,1377.719971,1330.670044,1333.25,1333.25,5303130000,41.54003899999998
2008-01-25,1357.319946,1368.560059,1327.5,1330.609985,1330.609985,4882250000,26.70996100000002
2008-02-05,1380.280029,1380.280029,1336.640015,1336.640015,1336.640015,4315740000,43.640014000000065
2008-02-29,1364.069946,1364.069946,1325.420044,1330.630005,1330.630005,4426730000,33.43994100000009
2008-03-06,1332.199951,1332.199951,1303.420044,1304.339966,1304.339966,4323460000,27.85998500000005
2008-03-14,1316.050049,1321.469971,1274.859985,1288.140015,1288.140015,5153780000,27.910033999999996
2008-03-19,1330.969971,1341.51001,1298.420044,1298.420044,1298.420044,5358550000,32.549927000000025
2008-04-11,1357.97998,1357.97998,1331.209961,1332.829956,1332.829956,3723790000,25.15002400000003
2008-05-07,1417.48999,1419.540039,1391.160034,1392.569946,1392.569946,4075860000,24.92004399999996
2008-05-21,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,4517990000,23.35009799999989
2008-06-06,1400.060059,1400.060059,1359.900024,1360.680054,1360.680054,4771660000,39.38000499999998
2008-06-11,1357.089966,1357.089966,1335.469971,1335.48999,1335.48999,4779980000,21.59997599999997
2008-06-20,1341.02002,1341.02002,1314.459961,1317.930054,1317.930054,5324900000,23.089966000000004
2008-06-26,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,5231280000,33.14001499999995
2008-07-02,1285.819946,1292.170044,1261.51001,1261.52002,1261.52002,5276090000,24.29992600000014
2008-07-09,1273.380005,1277.359985,1244.569946,1244.689941,1244.689941,5181000000,28.690063999999893
2008-07-24,1283.219971,1283.219971,1251.47998,1252.540039,1252.540039,6127980000,30.679932000000008
2008-07-28,1257.76001,1260.089966,1234.369995,1234.369995,1234.369995,4282960000,23.39001499999995
2008-08-07,1286.51001,1286.51001,1264.290039,1266.069946,1266.069946,5319380000,20.440063999999893
2008-08-25,1290.469971,1290.469971,1264.869995,1266.839966,1266.839966,3420600000,23.630004999999983
2008-09-04,1271.800049,1271.800049,1232.829956,1236.829956,1236.829956,5212500000,34.970092999999906
2008-09-09,1267.97998,1268.660034,1224.51001,1224.51001,1224.51001,7380630000,43.4699700000001
2008-09-15,1250.920044,1250.920044,1192.699951,1192.699951,1192.699951,8279510000,58.220092999999906
2008-09-17,1210.339966,1210.339966,1155.880005,1156.390015,1156.390015,9431870000,53.949951000000056
2008-09-22,1255.369995,1255.369995,1205.609985,1207.089966,1207.089966,5368130000,48.28002900000001
2008-09-29,1209.069946,1209.069946,1106.420044,1106.420044,1106.420044,7305060000,102.64990200000011
2008-10-02,1160.640015,1160.640015,1111.430054,1114.280029,1114.280029,6285640000,46.359985999999935
2008-10-06,1097.560059,1097.560059,1007.969971,1056.890015,1056.890015,7956020000,40.67004399999996
2008-10-07,1057.599976,1072.910034,996.22998,996.22998,996.22998,7069210000,61.369996000000015
2008-10-09,988.419983,1005.25,909.190002,909.919983,909.919983,6819000000,78.5
2008-10-15,994.599976,994.599976,903.98999,907.840027,907.840027,6542330000,86.759949
2008-10-21,980.400024,985.440002,952.469971,955.049988,955.049988,5121830000,25.350036000000046
2008-10-22,951.669983,951.669983,875.809998,896.780029,896.780029,6147980000,54.88995399999999
2008-10-27,874.280029,893.780029,846.75,848.919983,848.919983,5558050000,25.36004600000001
2008-11-05,1001.840027,1001.840027,949.859985,952.77002,952.77002,5426640000,49.07000699999992
2008-11-06,952.400024,952.400024,899.72998,904.880005,904.880005,6102230000,47.52001900000005
2008-11-12,893.390015,893.390015,850.47998,852.299988,852.299988,5764180000,41.090026999999964
2008-11-14,904.359985,916.880005,869.880005,873.289978,873.289978,5881030000,31.070007000000032
2008-11-17,873.22998,882.289978,848.97998,850.75,850.75,4927490000,22.479979999999955
2008-11-19,859.030029,864.570007,806.179993,806.580017,806.580017,6548600000,52.450012000000015
2008-11-20,805.869995,820.52002,747.780029,752.440002,752.440002,9093740000,53.42999299999997
2008-12-01,888.609985,888.609985,815.690002,816.210022,816.210022,6052010000,72.39996300000007
2008-12-04,869.75,875.599976,833.599976,845.219971,845.219971,5860390000,24.530029000000013
2008-12-11,898.349976,904.630005,868.72998,873.590027,873.590027,5513840000,24.759949000000006
2008-12-18,905.97998,911.02002,877.440002,885.280029,885.280029,5675000000,20.699950999999942
2009-01-07,927.450012,927.450012,902.369995,906.650024,906.650024,4704940000,20.799987999999985
2009-01-12,890.400024,890.400024,864.320007,870.26001,870.26001,4725050000,20.140014000000065
2009-01-14,867.280029,867.280029,836.929993,842.619995,842.619995,5407880000,24.660033999999996
2009-01-20,849.640015,849.640015,804.469971,805.219971,805.219971,6375230000,44.42004399999996
2009-01-29,868.890015,868.890015,844.150024,845.140015,845.140015,5067060000,23.75
2009-02-10,866.869995,868.049988,822.98999,827.159973,827.159973,6770170000,39.71002199999998
2009-02-17,818.609985,818.609985,789.169983,789.169983,789.169983,5907820000,29.44000200000005
2009-02-23,773.25,777.849976,742.369995,743.330017,743.330017,6509300000,29.919983000000002
2009-03-02,729.570007,729.570007,699.700012,700.820007,700.820007,7868290000,28.75
2009-03-05,708.27002,708.27002,677.929993,682.549988,682.549988,7507250000,25.72003200000006
2009-03-30,809.070007,809.070007,779.809998,787.530029,787.530029,5912660000,21.53997800000002
2009-04-20,868.27002,868.27002,832.390015,832.390015,832.390015,6973960000,35.8800050000001
2009-05-13,905.400024,905.400024,882.799988,883.919983,883.919983,7091820000,21.48004100000003
2009-06-22,918.130005,918.130005,893.039978,893.039978,893.039978,4903940000,25.090026999999964
2009-07-02,921.23999,921.23999,896.419983,896.419983,896.419983,3931000000,24.820007000000032
2009-09-01,1019.52002,1028.449951,996.280029,998.039978,998.039978,6862360000,21.480042000000026
2009-10-01,1054.910034,1054.910034,1029.449951,1029.849976,1029.849976,5791450000,25.060058000000026
2009-10-30,1065.410034,1065.410034,1033.380005,1036.189941,1036.189941,6512420000,29.220092999999906
2010-01-21,1138.680054,1141.579956,1114.839966,1116.47998,1116.47998,6874290000,22.20007399999986
2010-01-22,1115.48999,1115.48999,1090.180054,1091.76001,1091.76001,6208650000,23.72998000000007
2010-02-04,1097.25,1097.25,1062.780029,1063.109985,1063.109985,5859690000,34.14001499999995
2010-04-27,1209.920044,1211.380005,1181.619995,1183.709961,1183.709961,7454540000,26.21008299999994
2010-04-30,1206.77002,1207.98999,1186.319946,1186.689941,1186.689941,6048260000,20.08007899999984
2010-05-04,1197.5,1197.5,1168.119995,1173.599976,1173.599976,6594720000,23.90002400000003
2010-05-06,1164.380005,1167.579956,1065.790039,1128.150024,1128.150024,10617810000,36.22998099999995
2010-05-14,1157.189941,1157.189941,1126.140015,1135.680054,1135.680054,6126400000,21.509887000000163
2010-05-20,1107.339966,1107.339966,1071.579956,1071.589966,1071.589966,8328570000,35.75
2010-06-04,1098.430054,1098.430054,1060.5,1064.880005,1064.880005,6180580000,33.550048999999944
2010-06-29,1071.099976,1071.099976,1035.180054,1041.23999,1041.23999,6136700000,29.859985999999935
2010-07-16,1093.849976,1093.849976,1063.319946,1064.880005,1064.880005,5297350000,28.969970999999987
2010-08-11,1116.890015,1116.890015,1088.550049,1089.469971,1089.469971,4511860000,27.42004399999996
2011-01-28,1299.630005,1302.670044,1275.099976,1276.339966,1276.339966,5618630000,23.29003899999998
2011-02-22,1338.910034,1338.910034,1312.329956,1315.439941,1315.439941,1322780000,23.470092999999906
2011-03-01,1328.640015,1332.089966,1306.140015,1306.329956,1306.329956,1180420000,22.31005899999991
2011-03-10,1315.719971,1315.719971,1294.209961,1295.109985,1295.109985,4723020000,20.609985999999935
2011-03-16,1279.459961,1280.910034,1249.050049,1256.880005,1256.880005,5833000000,22.57995600000004
2011-06-01,1345.199951,1345.199951,1313.709961,1314.550049,1314.550049,4241090000,30.64990200000011
2011-06-15,1287.869995,1287.869995,1261.900024,1265.420044,1265.420044,4070500000,22.449951000000056
2011-07-11,1343.310059,1343.310059,1316.420044,1319.48999,1319.48999,3879130000,23.820068999999876
2011-07-27,1331.910034,1331.910034,1303.48999,1304.890015,1304.890015,3479040000,27.020019000000048
2011-08-02,1286.560059,1286.560059,1254.030029,1254.050049,1254.050049,5206290000,32.510009999999966
2011-08-04,1260.22998,1260.22998,1199.540039,1200.069946,1200.069946,4266530000,60.160033999999996
2011-08-08,1198.47998,1198.47998,1119.280029,1119.459961,1119.459961,2615150000,79.02001900000005
2011-08-10,1171.77002,1171.77002,1118.01001,1120.76001,1120.76001,5018070000,51.010009999999966
2011-08-18,1189.619995,1189.619995,1131.030029,1140.650024,1140.650024,3234810000,48.96997099999999
2011-09-02,1203.900024,1203.900024,1170.560059,1173.969971,1173.969971,4401740000,29.930053000000044
2011-09-09,1185.369995,1185.369995,1148.369995,1154.22998,1154.22998,4586370000,31.14001499999995
2011-09-21,1203.630005,1206.300049,1166.209961,1166.76001,1166.76001,4728550000,36.86999500000002
2011-09-22,1164.550049,1164.550049,1114.219971,1129.560059,1129.560059,6703140000,34.989990000000034
2011-09-28,1175.390015,1184.709961,1150.400024,1151.060059,1151.060059,4787920000,24.32995600000004
2011-09-30,1159.930054,1159.930054,1131.339966,1131.420044,1131.420044,4416790000,28.510009999999966
2011-10-03,1131.209961,1138.98999,1098.920044,1099.22998,1099.22998,5670340000,31.979980999999952
2011-10-17,1224.469971,1224.469971,1198.550049,1200.859985,1200.859985,4300700000,23.609985999999935
2011-10-25,1254.189941,1254.189941,1226.790039,1229.050049,1229.050049,4473970000,25.139892000000145
2011-10-31,1284.959961,1284.959961,1253.160034,1253.300049,1253.300049,4310210000,31.659912000000077
2011-11-01,1251.0,1251.0,1215.420044,1218.280029,1218.280029,5645540000,32.71997099999999
2011-11-09,1275.180054,1275.180054,1226.640015,1229.099976,1229.099976,4659740000,46.08007799999996
2011-11-16,1257.810059,1259.609985,1235.670044,1236.910034,1236.910034,4085010000,20.900024999999914
2011-11-17,1236.560059,1237.72998,1209.430054,1216.130005,1216.130005,4596450000,20.430053999999927
2011-11-21,1215.619995,1215.619995,1183.160034,1192.97998,1192.97998,4050070000,22.64001499999995
2011-11-23,1187.47998,1187.47998,1161.790039,1161.790039,1161.790039,3798940000,25.68994100000009
2011-12-08,1260.869995,1260.869995,1231.469971,1234.349976,1234.349976,4298370000,26.520019000000048
2012-03-06,1363.630005,1363.630005,1340.030029,1343.359985,1343.359985,4191060000,20.27001999999993
2012-04-10,1382.180054,1383.01001,1357.380005,1358.589966,1358.589966,4631730000,23.590087999999923
2012-05-04,1391.51001,1391.51001,1367.959961,1369.099976,1369.099976,3975140000,22.410033999999996
2012-06-01,1309.869995,1309.869995,1277.25,1278.040039,1278.040039,4669350000,31.82995600000004
2012-06-21,1355.430054,1358.27002,1324.410034,1325.51001,1325.51001,4094470000,29.92004399999996
2012-06-25,1334.900024,1334.900024,1309.27002,1313.719971,1313.719971,3501820000,21.180053000000044
2012-10-19,1457.339966,1457.339966,1429.849976,1433.189941,1433.189941,3875170000,24.150024999999914
2012-10-23,1433.73999,1433.73999,1407.560059,1413.109985,1413.109985,3587670000,20.630004999999983
2012-11-07,1428.27002,1428.27002,1388.140015,1394.530029,1394.530029,4356490000,33.73999099999992
2013-02-25,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000,27.75
2013-04-15,1588.839966,1588.839966,1552.280029,1552.359985,1552.359985,4660130000,36.47998099999995
2013-04-17,1574.569946,1574.569946,1543.689941,1552.01001,1552.01001,4250310000,22.559936000000107
2013-05-31,1652.130005,1658.98999,1630.73999,1630.73999,1630.73999,4099600000,21.39001499999995
